Date,Close
1987-08-31,0.37493693828582764
1987-09-01,0.37493693828582764
1987-09-02,0.37493693828582764
1987-09-03,0.37493693828582764
1987-09-04,0.37493693828582764
1987-09-08,0.37493693828582764
1987-09-09,0.37493693828582764
1987-09-10,0.37493693828582764
1987-09-11,0.37493693828582764
1987-09-14,0.37493693828582764
1987-09-15,0.37493693828582764
1987-09-16,0.37493693828582764
1987-09-17,0.37493693828582764
1987-09-18,0.37493693828582764
1987-09-21,0.37493693828582764
1987-09-22,0.37493693828582764
1987-09-23,0.37493693828582764
1987-09-24,0.37493693828582764
1987-09-25,0.37493693828582764
1987-09-28,0.37493693828582764
1987-09-29,0.37493693828582764
1987-09-30,0.37493693828582764
1987-10-01,0.37493693828582764
1987-10-02,0.37493693828582764
1987-10-05,0.37493693828582764
1987-10-06,0.37493693828582764
1987-10-07,0.18746846914291382
1987-10-08,0.18746846914291382
1987-10-09,0.18746846914291382
1987-10-12,0.18746846914291382
1987-10-13,0.18746846914291382
1987-10-14,0.18746846914291382
1987-10-15,0.18746846914291382
1987-10-16,0.18746846914291382
1987-10-19,0.18746846914291382
1987-10-20,0.18746846914291382
1987-10-21,0.18746846914291382
1987-10-22,0.18746846914291382
1987-10-23,0.18746846914291382
1987-10-26,0.18746846914291382
1987-10-27,0.18746846914291382
1987-10-28,0.18746846914291382
1987-10-29,0.18746846914291382
1987-10-30,0.18746846914291382
1987-11-02,0.18746846914291382
1987-11-03,0.18746846914291382
1987-11-04,0.18746846914291382
1987-11-05,0.18746846914291382
1987-11-06,0.18746846914291382
1987-11-09,0.18746846914291382
1987-11-10,0.18746846914291382
1987-11-11,0.18746846914291382
1987-11-12,0.18746846914291382
1987-11-13,0.18746846914291382
1987-11-16,0.18746846914291382
1987-11-17,0.18746846914291382
1987-11-18,0.18746846914291382
1987-11-19,0.18746846914291382
1987-11-20,0.18746846914291382
1987-11-23,0.18746846914291382
1987-11-24,0.18746846914291382
1987-11-25,0.18746846914291382
1987-11-27,0.18746846914291382
1987-11-30,0.18746846914291382
1987-12-01,0.18746846914291382
1987-12-02,0.18746846914291382
1987-12-03,0.18746846914291382
1987-12-04,0.18746846914291382
1987-12-07,0.18746846914291382
1987-12-08,0.18746846914291382
1987-12-09,0.18746846914291382
1987-12-10,0.18746846914291382
1987-12-11,0.18746846914291382
1987-12-14,0.18746846914291382
1987-12-15,0.18746846914291382
1987-12-16,0.18746846914291382
1987-12-17,0.18746846914291382
1987-12-18,0.18746846914291382
1987-12-21,0.18746846914291382
1987-12-22,0.18746846914291382
1987-12-23,0.18746846914291382
1987-12-24,0.18746846914291382
1987-12-28,0.18746846914291382
1987-12-29,0.18746846914291382
1987-12-30,0.18746846914291382
1987-12-31,0.18746846914291382
1988-01-04,0.18746846914291382
1988-01-05,0.18746846914291382
1988-01-06,0.18746846914291382
1988-01-07,0.18746846914291382
1988-01-08,0.18746846914291382
1988-01-11,0.18746846914291382
1988-01-12,0.18746846914291382
1988-01-13,0.18746846914291382
1988-01-14,0.18746846914291382
1988-01-15,0.18746846914291382
1988-01-18,0.18746846914291382
1988-01-19,0.18746846914291382
1988-01-20,0.18746846914291382
1988-01-21,0.18746846914291382
1988-01-22,0.18746846914291382
1988-01-25,0.18746846914291382
1988-01-26,0.18746846914291382
1988-01-27,0.18746846914291382
1988-01-28,0.18746846914291382
1988-01-29,0.18746846914291382
1988-02-01,0.18746846914291382
1988-02-02,0.18746846914291382
1988-02-03,0.18746846914291382
1988-02-04,0.18746846914291382
1988-02-05,0.18746846914291382
1988-02-08,0.18746846914291382
1988-02-09,0.18746846914291382
1988-02-10,0.18746846914291382
1988-02-11,0.18746846914291382
1988-02-12,0.18746846914291382
1988-02-16,0.18746846914291382
1988-02-17,0.18746846914291382
1988-02-18,0.18746846914291382
1988-02-19,0.18746846914291382
1988-02-22,0.18746846914291382
1988-02-23,0.18746846914291382
1988-02-24,0.18746846914291382
1988-02-25,0.18746846914291382
1988-02-26,0.18746846914291382
1988-02-29,0.18746846914291382
1988-03-01,0.18746846914291382
1988-03-02,0.18746846914291382
1988-03-03,0.18746846914291382
1988-03-04,0.18746846914291382
1988-03-07,0.18746846914291382
1988-03-08,0.18746846914291382
1988-03-09,0.18746846914291382
1988-03-10,0.18746846914291382
1988-03-11,0.18746846914291382
1988-03-14,0.18746846914291382
1988-03-15,0.18746846914291382
1988-03-16,0.18746846914291382
1988-03-17,0.18746846914291382
1988-03-18,0.18746846914291382
1988-03-21,0.18746846914291382
1988-03-22,0.18746846914291382
1988-03-23,0.18746846914291382
1988-03-24,0.18746846914291382
1988-03-25,0.18746846914291382
1988-03-28,0.18746846914291382
1988-03-29,0.18746846914291382
1988-03-30,0.18746846914291382
1988-03-31,0.18746846914291382
1988-04-04,0.18746846914291382
1988-04-05,0.18746846914291382
1988-04-06,0.18746846914291382
1988-04-07,0.18746846914291382
1988-04-08,0.18746846914291382
1988-04-11,0.18746846914291382
1988-04-12,0.18746846914291382
1988-04-13,0.18746846914291382
1988-04-14,0.18746846914291382
1988-04-15,0.18746846914291382
1988-04-18,0.18746846914291382
1988-04-19,0.18746846914291382
1988-04-20,0.18746846914291382
1988-04-21,0.18746846914291382
1988-04-22,0.18746846914291382
1988-04-25,0.18746846914291382
1988-04-26,0.18746846914291382
1988-04-27,0.18746846914291382
1988-04-28,0.18746846914291382
1988-04-29,0.18746846914291382
1988-05-02,0.18746846914291382
1988-05-03,0.18746846914291382
1988-05-04,0.18746846914291382
1988-05-05,0.18746846914291382
1988-05-06,0.18746846914291382
1988-05-09,0.18746846914291382
1988-05-10,0.18746846914291382
1988-05-11,0.18746846914291382
1988-05-12,0.18746846914291382
1988-05-13,0.18746846914291382
1988-05-16,0.18746846914291382
1988-05-17,0.18746846914291382
1988-05-18,0.18746846914291382
1988-05-19,0.18746846914291382
1988-05-20,0.18746846914291382
1988-05-23,0.18746846914291382
1988-05-24,0.18746846914291382
1988-05-25,0.18746846914291382
1988-05-26,0.18746846914291382
1988-05-27,0.18746846914291382
1988-05-31,0.18746846914291382
1988-06-01,0.18746846914291382
1988-06-02,0.18746846914291382
1988-06-03,0.18746846914291382
1988-06-06,0.18746846914291382
1988-06-07,0.18746846914291382
1988-06-08,0.18746846914291382
1988-06-09,0.18746846914291382
1988-06-10,0.18746846914291382
1988-06-13,0.18746846914291382
1988-06-14,0.18746846914291382
1988-06-15,0.18746846914291382
1988-06-16,0.18746846914291382
1988-06-17,0.18746846914291382
1988-06-20,0.18746846914291382
1988-06-21,0.18746846914291382
1988-06-22,0.18746846914291382
1988-06-23,0.18746846914291382
1988-06-24,0.18746846914291382
1988-06-27,0.18746846914291382
1988-06-28,0.18746846914291382
1988-06-29,0.18746846914291382
1988-06-30,0.18746846914291382
1988-07-01,0.18746846914291382
1988-07-05,0.18746846914291382
1988-07-06,0.18746846914291382
1988-07-07,0.18746846914291382
1988-07-08,0.18746846914291382
1988-07-11,0.18746846914291382
1988-07-12,0.18746846914291382
1988-07-13,0.18746846914291382
1988-07-14,0.18746846914291382
1988-07-15,0.18746846914291382
1988-07-18,0.18746846914291382
1988-07-19,0.18746846914291382
1988-07-20,0.18746846914291382
1988-07-21,0.18746846914291382
1988-07-22,0.18746846914291382
1988-07-25,0.18746846914291382
1988-07-26,0.18746846914291382
1988-07-27,0.18746846914291382
1988-07-28,0.18746846914291382
1988-07-29,0.18746846914291382
1988-08-01,0.18746846914291382
1988-08-02,0.18746846914291382
1988-08-03,0.18746846914291382
1988-08-04,0.18746846914291382
1988-08-05,0.18746846914291382
1988-08-08,0.18746846914291382
1988-08-09,0.18746846914291382
1988-08-10,0.18746846914291382
1988-08-11,0.18746846914291382
1988-08-12,0.18746846914291382
1988-08-15,0.18746846914291382
1988-08-16,0.18746846914291382
1988-08-17,0.18746846914291382
1988-08-18,0.18746846914291382
1988-08-19,0.18746846914291382
1988-08-22,0.18746846914291382
1988-08-23,0.18746846914291382
1988-08-24,0.18746846914291382
1988-08-25,0.18746846914291382
1988-08-26,0.18746846914291382
1988-08-29,0.18746846914291382
1988-08-30,0.18746846914291382
1988-08-31,0.18746846914291382
1988-09-01,0.18746846914291382
1988-09-02,0.18746846914291382
1988-09-06,0.18746846914291382
1988-09-07,0.18746846914291382
1988-09-08,0.18746846914291382
1988-09-09,0.18746846914291382
1988-09-12,0.18746846914291382
1988-09-13,0.18746846914291382
1988-09-14,0.18746846914291382
1988-09-15,0.18746846914291382
1988-09-16,0.18746846914291382
1988-09-19,0.18746846914291382
1988-09-20,0.18746846914291382
1988-09-21,0.18746846914291382
1988-09-22,0.18746846914291382
1988-09-23,0.18746846914291382
1988-09-26,0.18746846914291382
1988-09-27,0.18746846914291382
1988-09-28,0.18746846914291382
1988-09-29,0.18746846914291382
1988-09-30,0.18746846914291382
1988-10-03,0.18746846914291382
1988-10-04,0.18746846914291382
1988-10-05,0.18746846914291382
1988-10-06,0.18746846914291382
1988-10-07,0.18746846914291382
1988-10-10,0.18746846914291382
1988-10-11,0.18746846914291382
1988-10-12,0.18746846914291382
1988-10-13,0.18746846914291382
1988-10-14,0.18746846914291382
1988-10-17,0.18746846914291382
1988-10-18,0.18746846914291382
1988-10-19,0.18746846914291382
1988-10-20,0.18746846914291382
1988-10-21,0.18746846914291382
1988-10-24,0.18746846914291382
1988-10-25,0.18746846914291382
1988-10-26,0.18746846914291382
1988-10-27,0.18746846914291382
1988-10-28,0.18746846914291382
1988-10-31,0.18746846914291382
1988-11-01,0.18746846914291382
1988-11-02,0.18746846914291382
1988-11-03,0.18746846914291382
1988-11-04,0.18746846914291382
1988-11-07,0.18746846914291382
1988-11-08,0.18746846914291382
1988-11-09,0.18746846914291382
1988-11-10,0.18746846914291382
1988-11-11,0.18746846914291382
1988-11-14,0.18746846914291382
1988-11-15,0.18746846914291382
1988-11-16,0.18746846914291382
1988-11-17,0.18746846914291382
1988-11-18,0.18746846914291382
1988-11-21,0.18746846914291382
1988-11-22,0.18746846914291382
1988-11-23,0.18746846914291382
1988-11-25,0.18746846914291382
1988-11-28,0.18746846914291382
1988-11-29,0.18746846914291382
1988-11-30,0.18746846914291382
1988-12-01,0.18746846914291382
1988-12-02,0.18746846914291382
1988-12-05,0.18746846914291382
1988-12-06,0.18746846914291382
1988-12-07,0.18746846914291382
1988-12-08,0.18746846914291382
1988-12-09,0.18746846914291382
1988-12-12,0.18746846914291382
1988-12-13,0.18746846914291382
1988-12-14,0.18746846914291382
1988-12-15,0.18746846914291382
1988-12-16,0.18746846914291382
1988-12-19,0.18746846914291382
1988-12-20,0.18746846914291382
1988-12-21,0.18746846914291382
1988-12-22,0.18746846914291382
1988-12-23,0.18746846914291382
1988-12-27,0.18746846914291382
1988-12-28,0.18746846914291382
1988-12-29,0.18746846914291382
1988-12-30,0.18746846914291382
1989-01-03,0.18746846914291382
1989-01-04,0.18746846914291382
1989-01-05,0.18746846914291382
1989-01-06,0.18746846914291382
1989-01-09,0.18746846914291382
1989-01-10,0.18746846914291382
1989-01-11,0.18746846914291382
1989-01-12,0.18746846914291382
1989-01-13,0.18746846914291382
1989-01-16,0.18746846914291382
1989-01-17,0.18746846914291382
1989-01-18,0.18746846914291382
1989-01-19,0.18746846914291382
1989-01-20,0.18746846914291382
1989-01-23,0.18746846914291382
1989-01-24,0.18746846914291382
1989-01-25,0.18746846914291382
1989-01-26,0.18746846914291382
1989-01-27,0.18746846914291382
1989-01-30,0.18746846914291382
1989-01-31,0.18746846914291382
1989-02-01,0.18746846914291382
1989-02-02,0.18746846914291382
1989-02-03,0.18746846914291382
1989-02-06,0.18746846914291382
1989-02-07,0.18746846914291382
1989-02-08,0.18746846914291382
1989-02-09,0.18746846914291382
1989-02-10,0.18746846914291382
1989-02-13,0.18746846914291382
1989-02-14,0.18746846914291382
1989-02-15,0.18746846914291382
1989-02-16,0.18746846914291382
1989-02-17,0.18746846914291382
1989-02-21,0.18746846914291382
1989-02-22,0.18746846914291382
1989-02-23,0.18746846914291382
1989-02-24,0.18746846914291382
1989-02-27,0.18746846914291382
1989-02-28,0.18746846914291382
1989-03-01,0.18746846914291382
1989-03-02,0.18746846914291382
1989-03-03,0.18746846914291382
1989-03-06,0.18746846914291382
1989-03-07,0.18746846914291382
1989-03-08,0.18746846914291382
1989-03-09,0.18746846914291382
1989-03-10,0.18746846914291382
1989-03-13,0.18746846914291382
1989-03-14,0.18746846914291382
1989-03-15,0.18746846914291382
1989-03-16,0.18746846914291382
1989-03-17,0.2812025547027588
1989-03-20,0.2812025547027588
1989-03-21,0.2812025547027588
1989-03-22,0.2812025547027588
1989-03-23,0.2812025547027588
1989-03-27,0.2812025547027588
1989-03-28,0.2812025547027588
1989-03-29,0.2812025547027588
1989-03-30,0.2812025547027588
1989-03-31,0.2812025547027588
1989-04-03,0.2812025547027588
1989-04-04,0.2812025547027588
1989-04-05,0.2812025547027588
1989-04-06,0.2812025547027588
1989-04-07,0.2812025547027588
1989-04-10,0.2812025547027588
1989-04-11,0.2812025547027588
1989-04-12,0.2812025547027588
1989-04-13,0.2812025547027588
1989-04-14,0.2812025547027588
1989-04-17,0.2812025547027588
1989-04-18,0.2812025547027588
1989-04-19,0.2812025547027588
1989-04-20,0.2812025547027588
1989-04-21,0.2812025547027588
1989-04-24,0.2812025547027588
1989-04-25,0.2812025547027588
1989-04-26,0.2812025547027588
1989-04-27,0.2812025547027588
1989-04-28,0.2812025547027588
1989-05-01,0.2812025547027588
1989-05-02,0.2812025547027588
1989-05-03,0.2812025547027588
1989-05-04,0.2812025547027588
1989-05-05,0.2812025547027588
1989-05-08,0.2812025547027588
1989-05-09,0.2812025547027588
1989-05-10,0.2812025547027588
1989-05-11,0.2812025547027588
1989-05-12,0.2812025547027588
1989-05-15,0.2812025547027588
1989-05-16,0.2812025547027588
1989-05-17,0.23433548212051392
1989-05-18,0.23433548212051392
1989-05-19,0.23433548212051392
1989-05-22,0.23433548212051392
1989-05-23,0.23433548212051392
1989-05-24,0.23433548212051392
1989-05-25,0.23433548212051392
1989-05-26,0.23433548212051392
1989-05-30,0.23433548212051392
1989-05-31,0.23433548212051392
1989-06-01,0.23433548212051392
1989-06-02,0.328069806098938
1989-06-05,0.2812025547027588
1989-06-06,0.2812025547027588
1989-06-07,0.2812025547027588
1989-06-08,0.2812025547027588
1989-06-09,0.2812025547027588
1989-06-12,0.2812025547027588
1989-06-13,0.2812025547027588
1989-06-14,0.2812025547027588
1989-06-15,0.2812025547027588
1989-06-16,0.2812025547027588
1989-06-19,0.328069806098938
1989-06-20,0.328069806098938
1989-06-21,0.328069806098938
1989-06-22,0.328069806098938
1989-06-23,0.328069806098938
1989-06-26,0.328069806098938
1989-06-27,0.328069806098938
1989-06-28,0.328069806098938
1989-06-29,0.328069806098938
1989-06-30,0.328069806098938
1989-07-03,0.328069806098938
1989-07-05,0.328069806098938
1989-07-06,0.328069806098938
1989-07-07,0.2812025547027588
1989-07-10,0.2812025547027588
1989-07-11,0.2812025547027588
1989-07-12,0.2812025547027588
1989-07-13,0.2812025547027588
1989-07-14,0.2812025547027588
1989-07-17,0.2812025547027588
1989-07-18,0.2812025547027588
1989-07-19,0.2812025547027588
1989-07-20,0.2812025547027588
1989-07-21,0.2812025547027588
1989-07-24,0.2812025547027588
1989-07-25,0.2812025547027588
1989-07-26,0.2812025547027588
1989-07-27,0.2812025547027588
1989-07-28,0.2812025547027588
1989-07-31,0.2812025547027588
1989-08-01,0.2812025547027588
1989-08-02,0.2812025547027588
1989-08-03,0.2812025547027588
1989-08-04,0.2812025547027588
1989-08-07,0.2812025547027588
1989-08-08,0.2812025547027588
1989-08-09,0.2812025547027588
1989-08-10,0.2812025547027588
1989-08-11,0.2812025547027588
1989-08-14,0.2812025547027588
1989-08-15,0.2812025547027588
1989-08-16,0.2812025547027588
1989-08-17,0.2812025547027588
1989-08-18,0.2812025547027588
1989-08-21,0.2812025547027588
1989-08-22,0.2812025547027588
1989-08-23,0.2812025547027588
1989-08-24,0.2812025547027588
1989-08-25,0.2812025547027588
1989-08-28,0.2812025547027588
1989-08-29,0.2812025547027588
1989-08-30,0.2812025547027588
1989-08-31,0.2812025547027588
1989-09-01,0.2812025547027588
1989-09-05,0.2812025547027588
1989-09-06,0.3515033721923828
1989-09-07,0.37493693828582764
1989-09-08,0.37493693828582764
1989-09-11,0.37493693828582764
1989-09-12,0.37493693828582764
1989-09-13,0.37493693828582764
1989-09-14,0.37493693828582764
1989-09-15,0.37493693828582764
1989-09-18,0.37493693828582764
1989-09-19,0.37493693828582764
1989-09-20,0.37493693828582764
1989-09-21,0.37493693828582764
1989-09-22,0.37493693828582764
1989-09-25,0.37493693828582764
1989-09-26,0.37493693828582764
1989-09-27,0.37493693828582764
1989-09-28,0.37493693828582764
1989-09-29,0.37493693828582764
1989-10-02,0.37493693828582764
1989-10-03,0.37493693828582764
1989-10-04,0.37493693828582764
1989-10-05,0.37493693828582764
1989-10-06,0.37493693828582764
1989-10-09,0.37493693828582764
1989-10-10,0.37493693828582764
1989-10-11,0.37493693828582764
1989-10-12,0.37493693828582764
1989-10-13,0.37493693828582764
1989-10-16,0.37493693828582764
1989-10-17,0.37493693828582764
1989-10-18,0.2812025547027588
1989-10-19,0.2812025547027588
1989-10-20,0.2812025547027588
1989-10-23,0.2812025547027588
1989-10-24,0.2812025547027588
1989-10-25,0.2812025547027588
1989-10-26,0.2812025547027588
1989-10-27,0.2812025547027588
1989-10-30,0.46867096424102783
1989-10-31,0.46867096424102783
1989-11-01,0.46867096424102783
1989-11-02,0.46867096424102783
1989-11-03,0.46867096424102783
1989-11-06,0.46867096424102783
1989-11-07,0.46867096424102783
1989-11-08,0.46867096424102783
1989-11-09,0.46867096424102783
1989-11-10,0.46867096424102783
1989-11-13,0.42180389165878296
1989-11-14,0.42180389165878296
1989-11-15,0.42180389165878296
1989-11-16,0.42180389165878296
1989-11-17,0.42180389165878296
1989-11-20,0.42180389165878296
1989-11-21,0.42180389165878296
1989-11-22,0.42180389165878296
1989-11-24,0.42180389165878296
1989-11-27,0.42180389165878296
1989-11-28,0.42180389165878296
1989-11-29,0.42180389165878296
1989-11-30,0.42180389165878296
1989-12-01,0.42180389165878296
1989-12-04,0.42180389165878296
1989-12-05,0.42180389165878296
1989-12-06,0.42180389165878296
1989-12-07,0.42180389165878296
1989-12-08,0.42180389165878296
1989-12-11,0.42180389165878296
1989-12-12,0.42180389165878296
1989-12-13,0.42180389165878296
1989-12-14,0.42180389165878296
1989-12-15,0.42180389165878296
1989-12-18,0.42180389165878296
1989-12-19,0.42180389165878296
1989-12-20,0.42180389165878296
1989-12-21,0.42180389165878296
1989-12-22,0.42180389165878296
1989-12-26,0.42180389165878296
1989-12-27,0.42180389165878296
1989-12-28,0.42180389165878296
1989-12-29,0.42180389165878296
1990-01-02,0.42180389165878296
1990-01-03,0.42180389165878296
1990-01-04,0.42180389165878296
1990-01-05,0.42180389165878296
1990-01-08,0.42180389165878296
1990-01-09,0.42180389165878296
1990-01-10,0.42180389165878296
1990-01-11,0.42180389165878296
1990-01-12,0.42180389165878296
1990-01-15,0.42180389165878296
1990-01-16,0.42180389165878296
